Date,Open,High,Low,Close,Adj Close,Volume,date_id,OC_High,OC_Low
2020-02-10,3.850000,4.100000,3.740000,3.940000,3.940000,2777000,42,3.940000,3.850000
2020-02-11,3.980000,4.240000,3.950000,4.020000,4.020000,3415000,43,4.020000,3.980000
2020-02-12,4.130000,4.510000,4.070000,4.190000,4.190000,4820600,44,4.190000,4.130000
2020-02-13,4.120000,4.260000,4.070000,4.110000,4.110000,2081700,45,4.120000,4.110000
2020-02-14,4.110000,4.190000,4.020000,4.020000,4.020000,1582700,46,4.110000,4.020000
2020-02-18,4.010000,4.080000,3.960000,4.060000,4.060000,1467600,50,4.060000,4.010000
2020-02-19,4.060000,4.270000,3.920000,4.150000,4.150000,2593100,51,4.150000,4.060000
2020-02-20,4.160000,4.300000,4.110000,4.140000,4.140000,1562300,52,4.160000,4.140000
2020-02-21,4.120000,4.180000,3.990000,4.040000,4.040000,1695700,53,4.120000,4.040000
2020-02-24,3.900000,3.930000,3.700000,3.700000,3.700000,3566300,56,3.900000,3.700000
2020-02-25,3.770000,3.790000,3.550000,3.560000,3.560000,4447900,57,3.770000,3.560000
2020-02-26,3.580000,3.620000,3.360000,3.390000,3.390000,4724800,58,3.580000,3.390000
2020-02-27,3.230000,3.630000,3.180000,3.470000,3.470000,3879500,59,3.470000,3.230000
2020-02-28,3.340000,3.720000,3.340000,3.600000,3.600000,4692200,60,3.600000,3.340000
2020-03-02,3.600000,3.850000,3.390000,3.830000,3.830000,3208400,63,3.830000,3.600000
2020-03-03,3.880000,3.890000,3.500000,3.630000,3.630000,4282500,64,3.880000,3.630000
2020-03-04,3.710000,3.830000,3.460000,3.770000,3.770000,4257600,65,3.770000,3.710000
2020-03-05,3.700000,3.990000,3.590000,3.960000,3.960000,3599400,66,3.960000,3.700000
2020-03-06,3.840000,4.070000,3.760000,3.920000,3.920000,2096800,67,3.920000,3.840000
2020-03-09,3.590000,3.970000,3.500000,3.700000,3.700000,2732000,70,3.700000,3.590000
2020-03-10,3.940000,4.260000,3.800000,4.230000,4.230000,4863200,71,4.230000,3.940000
2020-03-11,4.140000,4.250000,4.000000,4.140000,4.140000,4414100,72,4.140000,4.140000
2020-03-12,3.700000,4.040000,3.480000,3.980000,3.980000,5123400,73,3.980000,3.700000
2020-03-13,4.130000,4.650000,3.850000,4.590000,4.590000,5787200,74,4.590000,4.130000
2020-03-16,3.930000,4.570000,3.900000,4.370000,4.370000,4866700,77,4.370000,3.930000
2020-03-17,4.400000,4.650000,4.110000,4.230000,4.230000,3562200,78,4.400000,4.230000
2020-03-18,4.100000,4.250000,3.500000,3.770000,3.770000,3651700,79,4.100000,3.770000
2020-03-19,3.710000,4.200000,3.550000,4.190000,4.190000,5039500,80,4.190000,3.710000
2020-03-20,4.080000,4.080000,3.650000,3.760000,3.760000,7722200,81,4.080000,3.760000
2020-03-23,3.580000,3.860000,3.500000,3.810000,3.810000,6009800,84,3.810000,3.580000
2020-03-24,3.950000,4.210000,3.890000,4.160000,4.160000,6805600,85,4.160000,3.950000
2020-03-25,4.150000,4.490000,4.040000,4.170000,4.170000,3592100,86,4.170000,4.150000
2020-03-26,4.240000,4.710000,4.240000,4.410000,4.410000,6185700,87,4.410000,4.240000
2020-03-27,4.940000,5.090000,4.150000,4.220000,4.220000,7024800,88,4.940000,4.220000
2020-03-30,4.220000,4.270000,3.650000,3.650000,3.650000,3350600,91,4.220000,3.650000
2020-03-31,3.630000,3.800000,3.500000,3.500000,3.500000,2300900,92,3.630000,3.500000
2020-04-01,3.450000,3.490000,3.120000,3.250000,3.250000,4568700,93,3.450000,3.250000
2020-04-02,3.260000,3.350000,2.850000,2.850000,2.850000,4064300,94,3.260000,2.850000
2020-04-03,2.850000,2.940000,2.570000,2.800000,2.800000,3830400,95,2.850000,2.800000
2020-04-06,2.860000,3.200000,2.830000,3.090000,3.090000,3340500,98,3.090000,2.860000
2020-04-07,3.390000,3.440000,3.100000,3.270000,3.270000,2836900,99,3.390000,3.270000
2020-04-08,3.230000,3.670000,3.200000,3.410000,3.410000,2884500,100,3.410000,3.230000
2020-04-09,3.600000,4.250000,3.490000,3.890000,3.890000,5908600,101,3.890000,3.600000
2020-04-13,4.250000,4.760000,4.160000,4.740000,4.740000,6844500,105,4.740000,4.250000
2020-04-14,5.210000,6.470000,5.140000,5.950000,5.950000,13506600,106,5.950000,5.210000
2020-04-15,5.660000,5.670000,4.900000,5.270000,5.270000,7499900,107,5.660000,5.270000
2020-04-16,5.120000,5.440000,4.880000,5.030000,5.030000,3371900,108,5.120000,5.030000
2020-04-17,5.220000,5.280000,4.430000,4.880000,4.880000,5653200,109,5.220000,4.880000
2020-04-20,4.850000,5.900000,4.780000,5.610000,5.610000,6085000,112,5.610000,4.850000
2020-04-21,5.230000,5.300000,4.760000,4.780000,4.780000,4142100,113,5.230000,4.780000
2020-04-22,5.140000,5.170000,4.830000,4.890000,4.890000,2677800,114,5.140000,4.890000
2020-04-23,4.750000,4.890000,4.580000,4.700000,4.700000,2265900,115,4.750000,4.700000
2020-04-24,4.780000,4.850000,4.660000,4.770000,4.770000,2236200,116,4.780000,4.770000
2020-04-27,4.850000,5.990000,4.810000,5.820000,5.820000,7275100,119,5.820000,4.850000
2020-04-28,5.920000,6.040000,5.060000,5.640000,5.640000,5200200,120,5.920000,5.640000
2020-04-29,5.830000,6.090000,5.450000,6.040000,6.040000,3369600,121,6.040000,5.830000
2020-04-30,5.870000,5.980000,5.640000,5.730000,5.730000,2173300,122,5.870000,5.730000
2020-05-01,5.650000,6.180000,5.450000,6.050000,6.050000,4005600,123,6.050000,5.650000
2020-05-04,5.840000,5.930000,5.400000,5.480000,5.480000,4068100,126,5.840000,5.480000
2020-05-05,5.550000,5.630000,5.350000,5.390000,5.390000,2105900,127,5.550000,5.390000
2020-05-06,5.400000,5.400000,4.900000,4.930000,4.930000,3369600,128,5.400000,4.930000
2020-05-07,4.830000,4.930000,4.650000,4.870000,4.870000,2500800,129,4.870000,4.830000
2020-05-08,4.880000,5.190000,4.820000,4.980000,4.980000,2352600,130,4.980000,4.880000
2020-05-11,4.920000,4.960000,4.750000,4.760000,4.760000,1699200,133,4.920000,4.760000
2020-05-12,4.780000,4.920000,4.460000,4.540000,4.540000,2639200,134,4.780000,4.540000
2020-05-13,4.540000,4.540000,4.070000,4.210000,4.210000,2882900,135,4.540000,4.210000
2020-05-14,4.150000,4.190000,3.960000,4.130000,4.130000,2004900,136,4.150000,4.130000
2020-05-15,4.050000,4.450000,4.040000,4.220000,4.220000,1940600,137,4.220000,4.050000
2020-05-18,4.400000,4.630000,4.360000,4.580000,4.580000,2364200,140,4.580000,4.400000
2020-05-19,4.580000,4.750000,4.370000,4.440000,4.440000,1840700,141,4.580000,4.440000
2020-05-20,4.500000,4.690000,4.340000,4.430000,4.430000,2543600,142,4.500000,4.430000
2020-05-21,4.450000,4.650000,4.400000,4.440000,4.440000,1971900,143,4.450000,4.440000
2020-05-22,4.460000,4.490000,4.130000,4.180000,4.180000,2379900,144,4.460000,4.180000
2020-05-26,4.340000,4.610000,4.330000,4.420000,4.420000,3545700,148,4.420000,4.340000
2020-05-27,4.570000,4.710000,4.360000,4.690000,4.690000,3146600,149,4.690000,4.570000
2020-05-28,4.750000,4.760000,4.300000,4.330000,4.330000,2183900,150,4.750000,4.330000
2020-05-29,4.330000,4.420000,4.050000,4.060000,4.060000,3961700,151,4.330000,4.060000
2020-06-01,4.120000,4.360000,4.020000,4.130000,4.130000,2611600,154,4.130000,4.120000
2020-06-02,4.270000,4.310000,4.060000,4.180000,4.180000,2369400,155,4.270000,4.180000
2020-06-03,4.240000,4.520000,4.200000,4.440000,4.440000,3037400,156,4.440000,4.240000
2020-06-04,4.440000,4.720000,4.370000,4.470000,4.470000,3514300,157,4.470000,4.440000
2020-06-05,4.290000,4.410000,4.090000,4.140000,4.140000,6274400,158,4.290000,4.140000
2020-06-08,4.280000,5.140000,4.270000,5.010000,5.010000,10133700,161,5.010000,4.280000
2020-06-09,5.000000,5.000000,4.550000,4.960000,4.960000,8073400,162,5.000000,4.960000
2020-06-10,4.780000,5.530000,4.680000,5.070000,5.070000,10606400,163,5.070000,4.780000
2020-06-11,4.640000,4.900000,4.180000,4.370000,4.370000,6236000,164,4.640000,4.370000
2020-06-12,4.600000,4.780000,4.390000,4.720000,4.720000,4378200,165,4.720000,4.600000
2020-06-15,4.500000,4.770000,4.420000,4.690000,4.690000,3909000,168,4.690000,4.500000
2020-06-16,4.950000,4.950000,4.510000,4.640000,4.640000,3121300,169,4.950000,4.640000
2020-06-17,4.540000,4.830000,4.530000,4.760000,4.760000,3593500,170,4.760000,4.540000
2020-06-18,4.670000,4.950000,4.650000,4.950000,4.950000,3423800,171,4.950000,4.670000
2020-06-19,4.950000,5.080000,4.690000,4.880000,4.880000,7366600,172,4.950000,4.880000
2020-06-22,4.790000,4.950000,4.720000,4.870000,4.870000,3178900,175,4.870000,4.790000
2020-06-23,4.950000,4.990000,4.800000,4.830000,4.830000,3205400,176,4.950000,4.830000
2020-06-24,4.830000,4.840000,4.380000,4.410000,4.410000,2976200,177,4.830000,4.410000
2020-06-25,4.330000,4.540000,4.300000,4.460000,4.460000,2450800,178,4.460000,4.330000
2020-06-26,4.480000,4.500000,4.270000,4.350000,4.350000,3801200,179,4.480000,4.350000
2020-06-29,4.350000,4.520000,4.300000,4.380000,4.380000,2131200,182,4.380000,4.350000
2020-06-30,4.330000,4.510000,4.200000,4.340000,4.340000,3889000,183,4.340000,4.330000
2020-07-01,4.310000,4.500000,4.310000,4.440000,4.440000,2303700,184,4.440000,4.310000
2020-07-02,4.490000,4.510000,4.290000,4.290000,4.290000,1887600,185,4.490000,4.290000
2020-07-06,4.310000,4.340000,4.190000,4.240000,4.240000,2140900,189,4.310000,4.240000
2020-07-07,4.200000,4.250000,4.060000,4.090000,4.090000,2456600,190,4.200000,4.090000
2020-07-08,4.100000,4.290000,4.030000,4.260000,4.260000,2052800,191,4.260000,4.100000
2020-07-09,4.270000,4.320000,4.130000,4.210000,4.210000,1992600,192,4.270000,4.210000
2020-07-10,4.200000,4.380000,4.180000,4.340000,4.340000,1410800,193,4.340000,4.200000
2020-07-13,4.350000,4.550000,4.260000,4.260000,4.260000,4216200,196,4.350000,4.260000
2020-07-14,4.220000,4.310000,4.070000,4.080000,4.080000,2261600,197,4.220000,4.080000
2020-07-15,4.130000,4.290000,4.130000,4.190000,4.190000,1474100,198,4.190000,4.130000
2020-07-16,4.190000,4.200000,4.090000,4.170000,4.170000,1330100,199,4.190000,4.170000
2020-07-17,4.160000,4.230000,3.940000,3.960000,3.960000,3065900,200,4.160000,3.960000
2020-07-20,3.950000,4.060000,3.770000,3.850000,3.850000,3401100,203,3.950000,3.850000
2020-07-21,3.900000,4.090000,3.880000,4.010000,4.010000,3337900,204,4.010000,3.900000
2020-07-22,4.020000,4.120000,3.920000,4.110000,4.110000,2523500,205,4.110000,4.020000
2020-07-23,4.090000,4.310000,4.060000,4.110000,4.110000,3237200,206,4.110000,4.090000
2020-07-24,4.060000,4.230000,4.010000,4.030000,4.030000,2215900,207,4.060000,4.030000
2020-07-27,4.020000,4.120000,3.950000,4.010000,4.010000,2472700,210,4.020000,4.010000
2020-07-28,3.960000,4.050000,3.920000,3.940000,3.940000,4555400,211,3.960000,3.940000
2020-07-29,3.940000,4.180000,3.920000,4.060000,4.060000,2879600,212,4.060000,3.940000
2020-07-30,4.000000,4.230000,3.970000,4.100000,4.100000,2398500,213,4.100000,4.000000
2020-07-31,4.060000,4.160000,3.990000,4.010000,4.010000,1879400,214,4.060000,4.010000
2020-08-03,4.030000,4.250000,4.000000,4.150000,4.150000,2517600,217,4.150000,4.030000
2020-08-04,4.130000,4.740000,4.130000,4.430000,4.430000,10361400,218,4.430000,4.130000
2020-08-05,4.500000,4.760000,4.250000,4.630000,4.630000,4919300,219,4.630000,4.500000
2020-08-06,4.600000,4.660000,4.380000,4.430000,4.430000,1901200,220,4.600000,4.430000
2020-08-07,4.390000,4.400000,4.060000,4.160000,4.160000,3341100,221,4.390000,4.160000
2020-08-10,4.200000,4.570000,4.180000,4.330000,4.330000,4561800,224,4.330000,4.200000
2020-08-11,4.430000,4.570000,4.340000,4.350000,4.350000,3138800,225,4.430000,4.350000
2020-08-12,4.400000,4.630000,4.360000,4.520000,4.520000,3057600,226,4.520000,4.400000
2020-08-13,4.520000,4.710000,4.500000,4.640000,4.640000,2128300,227,4.640000,4.520000
2020-08-14,4.600000,4.830000,4.550000,4.750000,4.750000,3474400,228,4.750000,4.600000
2020-08-17,4.780000,4.780000,4.560000,4.630000,4.630000,2371000,231,4.780000,4.630000
2020-08-18,4.610000,4.870000,4.430000,4.810000,4.810000,3834400,232,4.810000,4.610000
2020-08-19,4.800000,4.840000,4.640000,4.720000,4.720000,2612600,233,4.800000,4.720000
2020-08-20,4.620000,4.680000,4.510000,4.610000,4.610000,2441200,234,4.620000,4.610000
2020-08-21,4.600000,5.600000,4.600000,5.030000,5.030000,10642600,235,5.030000,4.600000
2020-08-24,5.100000,5.130000,4.560000,4.870000,4.870000,4585400,238,5.100000,4.870000
2020-08-25,4.880000,5.250000,4.880000,4.980000,4.980000,2998700,239,4.980000,4.880000
2020-08-26,4.970000,5.220000,4.920000,5.110000,5.110000,2779700,240,5.110000,4.970000
2020-08-27,5.110000,5.380000,5.020000,5.250000,5.250000,3384400,241,5.250000,5.110000
2020-08-28,5.300000,5.570000,5.220000,5.390000,5.390000,4236900,242,5.390000,5.300000
2020-08-31,5.770000,7.150000,5.690000,6.680000,6.680000,37976000,245,6.680000,5.770000
2020-09-01,7.300000,7.820000,6.770000,7.650000,7.650000,23158600,246,7.650000,7.300000
2020-09-02,7.800000,8.050000,7.110000,7.710000,7.710000,13011100,247,7.800000,7.710000
2020-09-03,7.880000,8.450000,7.240000,7.820000,7.820000,14344500,248,7.880000,7.820000
2020-09-04,7.780000,7.920000,7.170000,7.650000,7.650000,7662000,249,7.780000,7.650000
2020-09-08,7.550000,8.280000,7.480000,7.700000,7.700000,9816600,253,7.700000,7.550000
2020-09-09,7.960000,7.990000,7.310000,7.350000,7.350000,9068100,254,7.960000,7.350000
2020-09-10,6.650000,6.950000,6.190000,6.230000,6.230000,15558300,255,6.650000,6.230000
2020-09-11,6.260000,6.330000,5.870000,6.090000,6.090000,6061200,256,6.260000,6.090000
2020-09-14,6.800000,7.000000,6.430000,6.910000,6.910000,10119000,259,6.910000,6.800000
2020-09-15,6.860000,7.260000,6.690000,7.090000,7.090000,5743500,260,7.090000,6.860000
2020-09-16,7.030000,9.040000,7.030000,8.680000,8.680000,19256300,261,8.680000,7.030000
2020-09-17,8.570000,9.770000,8.410000,9.200000,9.200000,17026700,262,9.200000,8.570000
2020-09-18,9.200000,9.770000,8.910000,9.470000,9.470000,17407500,263,9.470000,9.200000
2020-09-21,9.350000,9.600000,8.380000,8.750000,8.750000,7639800,266,9.350000,8.750000
2020-09-22,10.450000,11.170000,9.900000,10.560000,10.560000,34752500,267,10.560000,10.450000
2020-09-23,10.600000,10.860000,9.920000,10.040000,10.040000,10651200,268,10.600000,10.040000
2020-09-24,9.710000,9.810000,9.010000,9.140000,9.140000,7938800,269,9.710000,9.140000
2020-09-25,9.190000,10.180000,9.100000,10.020000,10.020000,7515200,270,10.020000,9.190000
2020-09-28,10.160000,10.260000,9.550000,10.090000,10.090000,6764300,273,10.160000,10.090000
2020-09-29,10.000000,10.650000,9.930000,10.350000,10.350000,5237600,274,10.350000,10.000000
2020-09-30,10.250000,10.760000,10.060000,10.200000,10.200000,6079000,275,10.250000,10.200000
2020-10-01,10.090000,10.250000,9.690000,9.770000,9.770000,4554100,276,10.090000,9.770000
2020-10-02,9.380000,9.780000,9.300000,9.390000,9.390000,4340500,277,9.390000,9.380000
2020-10-05,9.440000,9.590000,9.250000,9.460000,9.460000,2805000,280,9.460000,9.440000
2020-10-06,9.560000,9.840000,9.100000,9.130000,9.130000,4535400,281,9.560000,9.130000
2020-10-07,9.230000,9.560000,9.170000,9.360000,9.360000,3308600,282,9.360000,9.230000
2020-10-08,9.540000,13.640000,9.190000,13.490000,13.490000,76453600,283,13.490000,9.540000
2020-10-09,12.830000,14.800000,11.900000,12.020000,12.020000,77152800,284,12.830000,12.020000
2020-10-12,11.660000,12.770000,11.400000,11.800000,11.800000,23655700,287,11.800000,11.660000
2020-10-13,11.730000,12.420000,11.650000,11.880000,11.880000,10179700,288,11.880000,11.730000
2020-10-14,12.670000,12.680000,12.050000,12.250000,12.250000,10761400,289,12.670000,12.250000
2020-10-15,11.990000,15.100000,11.990000,13.830000,13.830000,39894800,290,13.830000,11.990000
2020-10-16,13.770000,13.900000,13.080000,13.310000,13.310000,11651600,291,13.770000,13.310000
2020-10-19,13.440000,14.500000,13.380000,13.910000,13.910000,13169100,294,13.910000,13.440000
2020-10-20,14.030000,14.140000,13.670000,13.860000,13.860000,6604000,295,14.030000,13.860000
2020-10-21,13.900000,14.420000,13.800000,14.100000,14.100000,5361900,296,14.100000,13.900000
2020-10-22,14.200000,15.870000,14.190000,14.910000,14.910000,16212200,297,14.910000,14.200000
2020-10-23,15.050000,15.380000,14.550000,15.000000,15.000000,6507300,298,15.050000,15.000000
2020-10-26,14.930000,15.450000,13.260000,13.450000,13.450000,13376300,301,14.930000,13.450000
2020-10-27,13.710000,13.710000,12.360000,12.690000,12.690000,7231000,302,13.710000,12.690000
2020-10-28,12.270000,13.050000,11.780000,11.820000,11.820000,6388600,303,12.270000,11.820000
2020-10-29,11.880000,12.250000,11.680000,11.730000,11.730000,4165800,304,11.880000,11.730000
2020-10-30,11.640000,11.640000,10.360000,10.470000,10.470000,11546900,305,11.640000,10.470000
2020-11-02,10.820000,11.090000,10.500000,10.750000,10.750000,5227000,308,10.820000,10.750000
2020-11-03,10.750000,11.860000,10.630000,11.570000,11.570000,7454500,309,11.570000,10.750000
2020-11-04,11.760000,11.770000,10.610000,10.910000,10.910000,5807900,310,11.760000,10.910000
2020-11-05,11.270000,11.840000,11.060000,11.450000,11.450000,4705200,311,11.450000,11.270000
2020-11-06,11.520000,12.170000,11.320000,11.860000,11.860000,5518200,312,11.860000,11.520000
2020-11-09,12.760000,12.930000,11.250000,11.490000,11.490000,6244900,315,12.760000,11.490000
2020-11-10,11.500000,11.660000,10.830000,11.100000,11.100000,3826000,316,11.500000,11.100000
2020-11-11,11.500000,11.950000,11.210000,11.750000,11.750000,4882600,317,11.750000,11.500000
2020-11-12,11.740000,11.870000,10.970000,11.130000,11.130000,4353300,318,11.740000,11.130000
2020-11-13,11.360000,11.550000,11.000000,11.010000,11.010000,3535900,319,11.360000,11.010000
2020-11-16,11.160000,12.660000,10.720000,12.060000,12.060000,9774800,322,12.060000,11.160000
2020-11-17,11.650000,11.920000,11.230000,11.630000,11.630000,6678200,323,11.650000,11.630000
2020-11-18,11.800000,12.040000,11.560000,11.570000,11.570000,3169200,324,11.800000,11.570000
2020-11-19,11.600000,12.790000,11.450000,12.460000,12.460000,11787600,325,12.460000,11.600000
2020-11-20,12.550000,13.460000,12.540000,12.710000,12.710000,8395400,326,12.710000,12.550000
2020-11-23,12.900000,14.120000,12.670000,13.900000,13.900000,9599100,329,13.900000,12.900000
2020-11-24,14.230000,14.260000,13.300000,13.670000,13.670000,7183200,330,14.230000,13.670000
2020-11-25,13.600000,15.250000,13.420000,14.750000,14.750000,8860100,331,14.750000,13.600000
2020-11-27,15.290000,16.740000,14.880000,16.080000,16.080000,12504200,333,16.080000,15.290000
2020-11-30,18.170000,19.420000,16.559999,16.559999,16.559999,31983500,336,18.170000,16.559999
2020-12-01,17.110001,17.400000,15.760000,15.800000,15.800000,12653900,337,17.110001,15.800000
2020-12-02,15.700000,16.680000,15.380000,16.580000,16.580000,7883400,338,16.580000,15.700000
2020-12-03,16.480000,16.639999,15.870000,16.120001,16.120001,6295000,339,16.480000,16.120001
2020-12-04,16.299999,17.290001,16.260000,16.900000,16.900000,8972700,340,16.900000,16.299999
2020-12-07,17.000000,17.500000,16.219999,16.350000,16.350000,7386300,343,17.000000,16.350000
2020-12-08,16.370001,17.209999,15.930000,16.940001,16.940001,16120200,344,16.940001,16.370001
2020-12-09,13.920000,14.730000,13.230000,13.660000,13.660000,24357900,345,13.920000,13.660000
2020-12-10,13.120000,14.410000,13.050000,14.120000,14.120000,7558900,346,14.120000,13.120000
2020-12-11,13.910000,14.000000,13.020000,13.310000,13.310000,7496900,347,13.910000,13.310000
2020-12-14,13.340000,13.430000,12.140000,12.720000,12.720000,10007100,350,13.340000,12.720000
2020-12-15,12.780000,14.020000,12.480000,13.850000,13.850000,8189800,351,13.850000,12.780000
2020-12-16,13.960000,14.310000,13.580000,13.850000,13.850000,5865100,352,13.960000,13.850000
2020-12-17,13.960000,14.980000,13.590000,14.830000,14.830000,8194900,353,14.830000,13.960000
2020-12-18,15.780000,16.299999,15.180000,15.630000,15.630000,16618800,354,15.780000,15.630000
2020-12-21,15.810000,16.350000,15.280000,15.530000,15.530000,9876100,357,15.810000,15.530000
2020-12-22,16.219999,20.040001,16.150000,19.459999,19.459999,30652700,358,19.459999,16.219999
2020-12-23,20.170000,22.350000,19.129999,20.570000,20.570000,25830300,359,20.570000,20.170000
2020-12-24,21.010000,21.480000,19.950001,20.150000,20.150000,6262200,360,21.010000,20.150000
2020-12-28,21.309999,21.969999,20.350000,20.990000,20.990000,8965900,364,21.309999,20.990000
2020-12-29,20.820000,21.070000,18.559999,19.379999,19.379999,9241400,365,20.820000,19.379999
2020-12-30,19.379999,20.000000,18.850000,19.260000,19.260000,5934400,366,19.379999,19.260000
2020-12-31,19.250000,19.799999,18.799999,18.840000,18.840000,6922700,367,19.250000,18.840000
2021-01-04,19.000000,19.100000,17.150000,17.250000,17.250000,10022500,371,19.000000,17.250000
2021-01-05,17.350000,18.080000,17.230000,17.370001,17.370001,4961500,372,17.370001,17.350000
2021-01-06,17.340000,18.980000,17.330000,18.360001,18.360001,6056200,373,18.360001,17.340000
2021-01-07,18.469999,19.450001,18.020000,18.080000,18.080000,6129300,374,18.469999,18.080000
2021-01-08,18.180000,18.299999,17.080000,17.690001,17.690001,6482000,375,18.180000,17.690001
2021-01-11,19.410000,20.650000,19.010000,19.940001,19.940001,14908000,378,19.940001,19.410000
2021-01-12,19.959999,20.400000,19.320000,19.950001,19.950001,7060700,379,19.959999,19.950001
2021-01-13,20.420000,38.650002,20.030001,31.400000,31.400000,144501700,380,31.400000,20.420000
2021-01-14,38.090000,43.060001,33.049999,39.910000,39.910000,93717400,381,39.910000,38.090000
2021-01-15,38.490002,40.750000,34.009998,35.500000,35.500000,46866400,382,38.490002,35.500000
2021-01-19,41.549999,45.520000,36.639999,39.360001,39.360001,74721900,386,41.549999,39.360001
2021-01-20,37.369999,41.189999,36.060001,39.119999,39.119999,33471800,387,39.119999,37.369999
2021-01-21,39.230000,44.750000,37.000000,43.029999,43.029999,56216900,388,43.029999,39.230000
2021-01-22,42.590000,76.760002,42.320000,65.010002,65.010002,197157900,389,65.010002,42.590000
2021-01-25,96.730003,159.179993,61.130001,76.790001,76.790001,177874000,392,96.730003,76.790001
2021-01-26,88.559998,150.000000,80.199997,147.979996,147.979996,178588000,393,147.979996,88.559998
2021-01-27,354.829987,380.000000,249.000000,347.510010,347.510010,93396700,394,354.829987,347.510010
2021-01-28,265.000000,483.000000,112.250000,193.600006,193.600006,58815800,395,265.000000,193.600006
2021-01-29,379.709991,413.980011,250.000000,325.000000,325.000000,50566100,396,379.709991,325.000000
2021-02-01,316.559998,322.000000,212.000000,225.000000,225.000000,37382200,399,316.559998,225.000000
2021-02-02,140.759995,158.000000,74.220001,90.000000,90.000000,78183100,400,140.759995,90.000000
2021-02-03,112.010002,113.400002,85.250000,92.410004,92.410004,42698500,401,112.010002,92.410004
2021-02-04,91.190002,91.500000,53.330002,53.500000,53.500000,62427300,402,91.190002,53.500000
2021-02-05,54.040001,95.000000,51.090000,63.770000,63.770000,81345000,403,63.770000,54.040001
2021-02-08,72.410004,72.660004,58.020000,60.000000,60.000000,25687300,406,72.410004,60.000000
2021-02-09,56.610001,57.000000,46.520000,50.310001,50.310001,26843100,407,56.610001,50.310001
2021-02-10,50.770000,62.830002,46.549999,51.200001,51.200001,36455000,408,51.200001,50.770000
2021-02-11,50.009998,55.320000,48.220001,51.099998,51.099998,13056700,409,51.099998,50.009998
2021-02-12,50.750000,55.240002,48.049999,52.400002,52.400002,14573300,410,52.400002,50.750000
2021-02-16,52.660000,53.500000,49.040001,49.509998,49.509998,8175000,414,52.660000,49.509998
2021-02-17,49.770000,51.189999,44.560001,45.939999,45.939999,9186800,415,49.770000,45.939999
2021-02-18,48.490002,48.869999,40.650002,40.689999,40.689999,23990600,416,48.490002,40.689999
2021-02-19,41.279999,43.889999,38.500000,40.590000,40.590000,14828200,417,41.279999,40.590000
2021-02-22,46.689999,48.509998,42.400002,46.000000,46.000000,19476000,420,46.689999,46.000000
2021-02-23,44.970001,46.230000,40.000000,44.970001,44.970001,7565200,421,44.970001,44.970001
2021-02-24,44.700001,91.709999,44.700001,91.709999,91.709999,83111700,422,91.709999,44.700001
